fecha,exp_inf_12m,exp_tcn_12m,tcn,ipc,tot,embi
2019-12-01,3.3531483208792343,811.3726085970746,812.4454705211108,464.9433081461872,443.3395113918086,171.38095238095238
2020-01-01,3.3289697864641856,809.8642843759418,810.7511891861648,464.92501750545443,442.47696953620004,170.76190476190476
2020-02-01,3.3724869401620894,810.1677747454571,813.6318934623381,465.0465447279335,437.3132716216906,173.10526315789474
2020-03-01,3.4739533803896716,815.9803706539636,826.5268148176527,465.4134667241027,418.68552319409866,343.7142857142857
2020-04-01,3.343477608623742,818.8689124444201,829.0684233468527,465.4420299801962,406.1069937063256,388.7368421052632
2020-05-01,3.0529205034822793,821.6088098632316,825.7415738265504,465.1899203301709,415.06024116168436,337.2
2020-06-01,2.849027039962743,817.4702882469461,821.3806217842223,465.00891021730854,424.29859487399415,287.3181818181818
2020-07-01,2.7906953253007867,818.8689124444201,820.538209904105,465.22522309936704,426.13636390891327,271.8636363636364
2020-08-01,2.6739297189621514,818.5907481482325,823.9619575234198,465.4292117701652,428.23420386045876,241.04761904761904
2020-09-01,2.6934001240081042,818.8689124444201,823.0072739004172,465.88324054900323,425.25612791676923,254.04761904761904
2020-10-01,2.761516703297339,819.3883941321305,825.1720947635306,466.12757640413935,425.3617229722389,240.71428571428572
2020-11-01,2.7323295648890413,818.8689124444201,820.936487263802,466.18610269990944,428.21360306207595,218.31578947368422
2020-12-01,2.746924198954486,815.0121531294942,815.1478601145009,466.55315225235273,436.10707471086255,210.0909090909091
2021-01-01,2.7420595575992217,813.8272638530186,816.1411182026096,466.51354487232936,440.5452524065269,216.78947368421052
2021-02-01,2.8004196409597344,814.3226750367445,817.6894104894473,466.59366144640745,444.62661640219903,214.1578947368421
2021-03-01,2.8004196409597344,814.757773620177,819.3302671997577,466.9062672294408,446.20222150538007,223.47826086956522
2021-04-01,2.8830381667877014,816.0518247477505,820.2989988987971,467.3679215836861,445.5126876108248,220.57142857142858
2021-05-01,2.8393074501217828,817.8358165605836,822.736548540488,468.4372738972267,447.8395266100138,236.3
2021-06-01,2.941316056834955,818.8272370947859,821.3877121371821,468.57591224162985,453.9227114478166,243.45454545454547
2021-07-01,3.101405352916954,820.2482446576537,825.1648522438728,469.12191090364706,456.4310918001989,267.85714285714283
2021-08-01,3.1789322489407335,821.0668031162976,826.5821961522149,469.77242481613087,455.74679765341745,277.40909090909093
2021-09-01,3.4304803691990235,821.4059014405535,824.8456734250555,470.2950337641926,459.0649064249915,282.3333333333333
2021-10-01,3.58496528936972,821.6088098632316,823.5521553394184,470.6189513164305,466.15261021791434,290.85
2021-11-01,3.599436022337605,821.0290242418489,826.9950546197531,471.31089719114084,460.80834949422024,318.15
