fecha,exp_inf_12m,exp_tcn_12m,tcn,ipc,tot,embi,fed_mp,ebp,oil_shock
2015-01-01,3.2273560550295635,777.2752716468742,778.3629197396998,442.15245730339046,429.7574658565768,230.55,0.0118938,-0.04013131795618019,0.384833802351038
2015-02-01,3.111099502505273,776.2170607138205,779.3854591712759,442.75735634458664,436.9744678774153,207.78947368421052,0,-0.2925320197838257,-0.880524080897841
2015-03-01,3.169244673248973,778.3224016336037,785.9821565491033,443.1402375192552,434.6375007091846,221.86363636363637,-0.11771993,-0.12981124254388776,2.73179644251457
2015-04-01,3.1498667059371015,781.1973429622022,782.2189889328015,443.5468795921161,437.1868267694479,215.72727272727272,-0.00551491,0.00981585891398006,-0.166366883100855
2015-05-01,3.0965579256879963,780.5523523830803,780.010291204712,443.85748055144177,441.4764280921485,209,0,0.05609192612806613,0.122762781149508
2015-06-01,3.1789322489407335,782.4046010856292,784.6244458691544,444.1316529166534,440.34443228261966,224.86363636363637,-0.04143064,0.1533870267509374,1.04896814686424
2015-07-01,3.120792712419322,785.3410619486195,791.275378148958,444.5423921079467,435.49523285819214,242.86363636363637,-0.0124123,0.21492692697233504,1.55177372793912
2015-08-01,3.4401426717332315,790.100705199242,801.4100747285419,445.24725883000986,428.8418115963942,275.7142857142857,0,0.4044159300929224,0.728833601419555
2015-09-01,3.4594644764498965,793.7374696163295,802.9820387625023,446.105504777057,428.92762898607725,290.7142857142857,-0.04444763,0.5437168822768847,-0.514123559399591
2015-10-01,3.8451186374252635,796.3807953231451,798.4813917298511,447.0754324211891,429.1945963148226,283.0952380952381,0.056548470000000003,0.4299358271901501,-0.255975052125961
2015-11-01,4.133386349297721,795.5074273262696,800.6436315287074,447.87856724206296,425.3416714183147,280.4736842105263,0,0.516777941210554,1.48617477829326
2015-12-01,4.401688541677426,800.6367567650246,808.4718148513683,448.4850127372268,418.71668948167707,313.5,0.0043115,0.6861960538931342,1.15662578350401
2016-01-01,4.31073810339337,802.0927718981577,809.898810667549,449.34153486116986,411.4215951435554,368.4736842105263,0.00760325,0.9236250459944104,1.25297201062828
2016-02-01,4.26762742804364,805.3839402888381,811.9233113143108,450.065336145283,413.2281172435918,392.3,0,0.9562429199893536,-1.19971944283688
2016-03-01,3.9749419517283022,804.7189562170502,805.3651041776526,450.80436199119777,421.14443358985073,309.77272727272725,-0.05983631,0.5899330023782019,-0.730073752776999
2016-04-01,4.229291219025137,804.9624994097142,800.3699010215965,451.1709305546082,424.23131473167757,286.8095238095238,-0.00902607,0.24437334197961524,-0.0389504696385825
2016-05-01,4.123790801624477,798.9560449333865,800.490140564052,451.73807700948976,428.61617680545044,291.14285714285717,0,0.25785090344586736,-2.23375653060176
2016-06-01,4.166963517139275,797.2466015974566,800.359085901762,452.38659783399174,430.8537962878125,280.77272727272725,-0.01942108,0.06704385802295665,0.259892120874949
2016-07-01,4.401688541677426,797.2466015974566,799.6275480083403,453.1255701271132,430.5314296129208,249.5,-0.00994541,0.01571132160616928,1.00947489940487
2016-08-01,4.401688541677426,798.9560449333865,799.2337702993669,453.03849457298134,432.9398208832825,234.1304347826087,0,-0.01154325210670448,-0.995816814998032
2016-09-01,4.210117601863533,797.2466015974566,797.913730938753,453.1338631784574,434.4348348616633,231.42857142857142,-0.0356203,-0.06604696282013078,0.0882690026165908
2016-10-01,3.998964821615841,797.2466015974566,798.3981669739725,453.36035894403227,440.8601562879781,229.15,0,-0.0652910731320957,0.400237542906489
2016-11-01,4.027784649857008,800.2436517855244,803.9871293290062,453.67522369677226,438.94866090060464,251.35,-0.00202261,-0.7496326673742322,1.57242784448945
2016-12-01,4.104596943600102,802.2896869601457,800.9753163381113,454.07380836598,441.84025110638106,227.95238095238096,0.03358702,-0.23693387596415372,-2.51511656642198
2017-01-01,4.166963517139275,800.6367567650246,798.579026259094,454.6659749400856,442.3257542159864,210.95,0,-0.18892650218021512,-0.687724744105887
2017-02-01,3.931686237695041,800.3028666384732,796.5743652926097,455.1139106912814,441.9365243806224,199,-0.02016746,-0.17523661225709075,-0.342876634190455
2017-03-01,3.691035402009715,800.3697339094367,798.735277538508,455.39066889579703,439.3711280181925,195.08695652173913,-0.04103852,-0.16313308046052089,-0.0913186114883046
2017-04-01,3.522234570976071,799.76631270201,796.4662142084,455.7332198644512,441.05224233743587,196.47368421052633,0,-0.11001241813223683,-0.981558295133815
2017-05-01,3.527061408191933,799.967857949945,798.0298195260888,456.01080261255777,437.25933572440806,194.4090909090909,0.00482289,-0.15744025268669648,1.70695482310469
2017-06-01,3.5029248919394873,799.1253929840199,799.2391522806614,456.30100813117804,435.07245745678347,196.36363636363637,0.01224537,-0.11552345991326772,0.487945598211882
2017-07-01,3.5367143837291346,801.7307507688581,801.8990524807306,456.46982252173353,436.78283375228204,200.25,-0.00804498,-0.13959255274787497,-0.490525351254276
2017-08-01,3.575316970581784,800.6367567650246,799.7200439537536,456.8374155274207,440.4742864025069,200.69565217391303,0,-0.07038982022479812,-1.36764469272503
2017-09-01,3.5656677208034684,800.40315078527,797.8831917455726,457.02608874272397,442.8335987473723,189.1,0.03041145,-0.2505477926581021,-1.06271142542557
